"Image","Label1","Label2","Label3","Llama 8B","Llama 36B","Vicuna 8B"
"2023:02","Label1_value3","Label2_value1","Label3_value2","96.1724","97.0100","91.3034"
"2024:02","Label1_value3","Label2_value1","Label3_value3","95.9829","96.9672","91.2735"
"2023:06","Label1_value2","Label2_value2","Label3_value2","96.1439","97.0114","91.4046"
"2023:02","Label1_value2","Label2_value1","Label3_value3","96.0840","97.0157","91.2920"
"2024:02","Label1_value2","Label2_value2","Label3_value3","95.9829","96.9672","91.3889"
"2023:06","Label1_value2","Label2_value2","Label3_value1","96.1311","96.9758","91.2963"
"2023:02","Label1_value2","Label2_value1","Label3_value3","96.1353","97.0157","91.3846"
"2023:08","Label1_value2","Label2_value1","Label3_value3","96.1011","97.0000","91.3405"
"2023:06","Label1_value3","Label2_value1","Label3_value4","96.1909","97.0000","91.4245"
"2023:08","Label1_value2","Label2_value1","Label3_value2","95.9160","97.0613","91.2393"
"2024:02","Label1_value2","Label2_value2","Label3_value3","96.1595","97.0014","91.2949"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.0698","96.9915","91.4302"
"2023:08","Label1_value1","Label2_value2","Label3_value4","96.0456","96.9801","91.4630"
"2023:02","Label1_value2","Label2_value1","Label3_value3","96.1738","97.0256","91.3818"
"2024:02","Label1_value2","Label2_value2","Label3_value1","96.1638","96.8775","91.3348"
"2024:02","Label1_value3","Label2_value1","Label3_value3","96.1553","97.0128","91.3989"
"2024:02","Label1_value1","Label2_value1","Label3_value3","96.1439","96.9644","91.3077"
"2023:08","Label1_value1","Label2_value2","Label3_value4","96.1311","96.9031","91.4259"
"2023:06","Label1_value2","Label2_value2","Label3_value1","96.1795","96.9772","91.3803"
"2023:06","Label1_value3","Label2_value2","Label3_value3","96.1610","96.9003","91.4758"
"2024:02","Label1_value2","Label2_value2","Label3_value2","96.0769","97.0584","91.4046"
"2023:02","Label1_value1","Label2_value2","Label3_value3","96.1368","97.0199","91.2578"
"2023:02","Label1_value3","Label2_value2","Label3_value2","96.0883","97.0385","91.4031"
"2023:06","Label1_value1","Label2_value2","Label3_value1","96.1425","97.0071","91.5613"
"2023:06","Label1_value2","Label2_value1","Label3_value3","95.9558","96.9459","91.3319"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.2066","96.8932","91.4715"
"2023:06","Label1_value1","Label2_value1","Label3_value2","96.0043","97.0000","91.4046"
"2024:02","Label1_value1","Label2_value1","Label3_value3","96.0755","97.0442","91.2578"
"2023:06","Label1_value3","Label2_value1","Label3_value4","96.2293","97.0142","91.3476"
"2024:02","Label1_value2","Label2_value1","Label3_value1","96.0869","97.0570","91.2906"
"2023:08","Label1_value3","Label2_value2","Label3_value3","96.0969","97.0342","91.3120"
"2024:02","Label1_value2","Label2_value2","Label3_value2","96.1652","96.9188","91.4074"
"2023:02","Label1_value2","Label2_value1","Label3_value4","96.1724","97.0142","91.4658"
"2024:02","Label1_value2","Label2_value1","Label3_value1","96.0869","96.8632","91.4046"
"2023:02","Label1_value3","Label2_value1","Label3_value2","96.0627","96.9259","91.5556"
"2023:08","Label1_value2","Label2_value2","Label3_value3","96.1752","97.0028","91.4217"
"2023:08","Label1_value3","Label2_value2","Label3_value3","96.1467","97.0513","91.2906"
"2023:06","Label1_value2","Label2_value2","Label3_value4","96.1496","97.0242","91.3761"
"2023:02","Label1_value3","Label2_value1","Label3_value3","96.1083","97.0128","91.4145"
"2023:02","Label1_value2","Label2_value1","Label3_value1","96.1852","97.0000","91.2578"
"2023:02","Label1_value1","Label2_value1","Label3_value1","96.1866","97.0598","91.4772"
"2023:06","Label1_value2","Label2_value2","Label3_value1","96.1823","97.0299","91.4345"
"2023:06","Label1_value1","Label2_value2","Label3_value4","96.1068","96.9772","91.3960"
"2023:06","Label1_value1","Label2_value1","Label3_value4","96.1994","97.0427","91.3063"
"2023:02","Label1_value1","Label2_value1","Label3_value1","96.1339","97.0442","91.4145"
"2023:02","Label1_value1","Label2_value2","Label3_value1","96.1410","97.0598","91.4786"
"2024:02","Label1_value3","Label2_value2","Label3_value2","96.2080","97.0199","91.4459"
"2024:02","Label1_value2","Label2_value1","Label3_value4","96.1667","97.0456","91.4202"
"2023:08","Label1_value3","Label2_value2","Label3_value1","96.1795","97.0399","91.3704"
"2023:08","Label1_value1","Label2_value2","Label3_value4","96.2479","97.0641","91.4031"
"2023:02","Label1_value2","Label2_value2","Label3_value3","96.1795","97.0655","91.2821"
"2023:06","Label1_value2","Label2_value1","Label3_value2","96.2037","97.0171","91.2692"
"2023:02","Label1_value3","Label2_value1","Label3_value2","96.0712","97.0328","91.3590"
"2023:02","Label1_value1","Label2_value1","Label3_value1","96.1339","97.0726","91.2336"
"2024:02","Label1_value3","Label2_value2","Label3_value2","96.2607","97.0456","91.4758"
"2023:06","Label1_value1","Label2_value2","Label3_value1","95.9972","97.0655","91.4801"
"2023:08","Label1_value3","Label2_value1","Label3_value1","96.2578","97.0670","91.4017"
"2023:08","Label1_value3","Label2_value1","Label3_value3","96.1752","97.0228","91.3034"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.2607","97.0299","91.3675"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.1709","97.0256","91.3946"
"2023:06","Label1_value2","Label2_value2","Label3_value2","96.0755","97.0570","91.4060"
"2023:02","Label1_value2","Label2_value1","Label3_value3","96.2479","97.0513","91.2550"
"2023:02","Label1_value2","Label2_value2","Label3_value3","96.2023","97.0071","91.2507"
"2023:06","Label1_value1","Label2_value1","Label3_value4","96.2194","97.0598","91.2835"
"2023:06","Label1_value3","Label2_value1","Label3_value1","96.1553","97.0598","91.5456"
"2023:08","Label1_value3","Label2_value1","Label3_value2","96.2293","97.0499","91.4387"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.2009","96.9929","91.4302"
"2023:08","Label1_value2","Label2_value2","Label3_value4","96.1795","97.0399","91.4231"
"2023:02","Label1_value2","Label2_value1","Label3_value2","96.1567","96.9957","91.4231"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.1154","97.0342","91.4986"
"2023:02","Label1_value1","Label2_value1","Label3_value1","96.1709","97.0670","91.4815"
"2023:06","Label1_value2","Label2_value1","Label3_value3","96.1994","97.0513","91.3362"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.1738","97.0413","91.4274"
"2023:02","Label1_value1","Label2_value2","Label3_value1","96.2308","96.9544","91.4786"
"2023:06","Label1_value1","Label2_value2","Label3_value2","96.2721","97.0527","91.3875"
"2023:02","Label1_value1","Label2_value1","Label3_value1","96.0983","97.0570","91.3789"
"2023:02","Label1_value1","Label2_value1","Label3_value2","96.1895","96.9772","91.3661"
"2023:02","Label1_value3","Label2_value1","Label3_value2","96.2692","97.0698","91.4316"
"2023:08","Label1_value2","Label2_value2","Label3_value1","96.2678","97.0527","91.4174"
"2023:02","Label1_value3","Label2_value1","Label3_value2","96.2407","97.0256","91.4074"
"2023:08","Label1_value3","Label2_value1","Label3_value1","96.2464","97.0641","91.5128"
"2023:06","Label1_value3","Label2_value1","Label3_value1","96.2222","97.0655","91.3875"
"2023:06","Label1_value1","Label2_value1","Label3_value1","96.1980","97.0556","91.2835"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.2322","96.9558","91.4217"
"2024:02","Label1_value3","Label2_value2","Label3_value1","96.3191","97.0456","91.3946"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.2678","97.0470","91.4644"
"2024:02","Label1_value1","Label2_value2","Label3_value1","96.3234","97.0541","91.4687"
"2023:02","Label1_value3","Label2_value2","Label3_value3","96.1638","96.9843","91.6111"
"2023:08","Label1_value1","Label2_value1","Label3_value4","96.2792","97.1097","91.4031"
"2023:08","Label1_value1","Label2_value2","Label3_value2","96.1966","97.0000","91.4274"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.2977","97.1154","91.4402"
"2023:02","Label1_value1","Label2_value1","Label3_value4","96.2721","97.0712","91.5541"
"2023:08","Label1_value1","Label2_value1","Label3_value4","96.3476","96.9672","91.4573"
"2023:02","Label1_value2","Label2_value2","Label3_value1","96.3134","97.0855","91.4587"
"2023:06","Label1_value1","Label2_value2","Label3_value1","96.3476","97.0385","91.3063"
"2023:08","Label1_value3","Label2_value1","Label3_value3","96.1382","97.0769","91.4473"
"2023:02","Label1_value2","Label2_value1","Label3_value1","96.3875","97.0527","91.4758"
"2023:02","Label1_value3","Label2_value2","Label3_value4","96.2835","97.0299","91.4558"
"2023:08","Label1_value1","Label2_value1","Label3_value2","96.3419","97.0399","91.3846"
"2023:02","Label1_value2","Label2_value1","Label3_value1","96.2863","97.0256","91.5228"
"2023:06","Label1_value2","Label2_value1","Label3_value3","96.3234","97.0670","91.4829"
"2024:02","Label1_value3","Label2_value1","Label3_value4","96.1681","97.0783","91.4929"
"2023:08","Label1_value1","Label2_value2","Label3_value4","96.3305","97.0627","91.4929"
"2023:08","Label1_value3","Label2_value1","Label3_value1","96.3504","97.0342","91.4615"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.3561","97.0456","91.4373"
"2024:02","Label1_value3","Label2_value2","Label3_value3","96.3348","97.0783","91.5214"
"2023:06","Label1_value3","Label2_value1","Label3_value1","96.3462","97.0442","91.3832"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.3177","97.0769","91.5199"
"2023:08","Label1_value3","Label2_value1","Label3_value1","96.2151","97.0741","91.4046"
"2023:06","Label1_value3","Label2_value1","Label3_value1","96.2479","97.0598","91.5057"
"2023:08","Label1_value2","Label2_value2","Label3_value3","96.2835","97.0199","91.5484"
"2023:08","Label1_value2","Label2_value1","Label3_value2","96.3675","97.1111","91.3447"
"2023:02","Label1_value3","Label2_value2","Label3_value3","96.4188","97.0912","91.4217"
"2023:06","Label1_value1","Label2_value2","Label3_value3","96.2920","97.1083","91.5199"
"2023:08","Label1_value1","Label2_value1","Label3_value3","96.4288","97.0328","91.4031"
"2023:02","Label1_value1","Label2_value2","Label3_value1","96.3476","97.1268","91.4003"
"2024:02","Label1_value2","Label2_value2","Label3_value3","96.2963","97.0912","91.4387"
"2024:02","Label1_value1","Label2_value1","Label3_value2","96.2251","97.1068","91.5926"
"2023:08","Label1_value1","Label2_value1","Label3_value4","96.3732","97.0114","91.3262"
"2023:06","Label1_value2","Label2_value1","Label3_value2","96.3647","97.0912","91.3974"
"2024:02","Label1_value2","Label2_value2","Label3_value2","96.3789","97.0655","91.3960"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.2792","97.0670","91.4387"
"2023:08","Label1_value1","Label2_value2","Label3_value1","96.3974","96.9801","91.5470"
"2023:06","Label1_value3","Label2_value1","Label3_value1","96.3989","97.0940","91.1795"
"2023:06","Label1_value2","Label2_value2","Label3_value2","96.2236","97.0556","91.4416"
"2024:02","Label1_value3","Label2_value1","Label3_value2","96.3675","97.0883","91.3732"
"2023:02","Label1_value2","Label2_value2","Label3_value2","96.3647","97.0812","91.4202"
"2023:02","Label1_value3","Label2_value1","Label3_value4","96.4544","97.0883","91.5014"
"2023:08","Label1_value3","Label2_value2","Label3_value2","96.4274","97.0726","91.4473"
"2023:02","Label1_value3","Label2_value2","Label3_value2","96.5584","97.0997","91.4031"
"2023:06","Label1_value2","Label2_value2","Label3_value2","96.3647","97.0883","91.4986"
"2023:06","Label1_value2","Label2_value1","Label3_value4","96.4672","97.0840","91.3162"
"2023:06","Label1_value2","Label2_value2","Label3_value2","96.4501","97.0912","91.4145"
"2023:06","Label1_value3","Label2_value1","Label3_value1","96.4202","97.0499","90.4587"
"2023:08","Label1_value3","Label2_value2","Label3_value4","96.2151","97.1325","91.4473"
"2023:02","Label1_value2","Label2_value2","Label3_value3","96.3547","97.0826","91.5214"
"2023:02","Label1_value2","Label2_value1","Label3_value1","95.9103","97.1097","91.2977"
"2024:02","Label1_value1","Label2_value1","Label3_value1","96.4516","97.1197","91.4188"
"2024:02","Label1_value1","Label2_value2","Label3_value4","96.4145","97.0812","91.4430"
"2023:08","Label1_value3","Label2_value1","Label3_value1","96.3917","97.1011","91.4387"
"2023:08","Label1_value3","Label2_value1","Label3_value1","96.4972","97.1225","91.4715"
"2023:06","Label1_value3","Label2_value2","Label3_value2","96.3989","97.0342","91.3647"
"2023:02","Label1_value3","Label2_value2","Label3_value2","96.6667","97.0883","91.4459"
"2023:08","Label1_value2","Label2_value1","Label3_value3","96.1852","97.1068","91.4316"
"2023:06","Label1_value3","Label2_value1","Label3_value3","96.5427","97.0840","91.4217"
"2023:08","Label1_value2","Label2_value2","Label3_value2","96.4430","97.0684","91.4003"
"2023:06","Label1_value1","Label2_value1","Label3_value4","96.3533","97.1467","91.4858"
"2023:08","Label1_value2","Label2_value1","Label3_value1","96.4630","97.1239","91.4558"
"2023:08","Label1_value1","Label2_value2","Label3_value1","96.3020","97.0655","91.2764"
"2023:06","Label1_value1","Label2_value1","Label3_value4","96.3276","97.1054","91.3476"
"2024:02","Label1_value2","Label2_value1","Label3_value4","96.5356","97.0598","91.3889"
"2024:02","Label1_value3","Label2_value2","Label3_value3","96.6268","97.0912","91.2464"
"2023:02","Label1_value3","Label2_value2","Label3_value3","96.5712","97.1083","91.4088"
"2023:06","Label1_value1","Label2_value1","Label3_value4","96.4744","97.1239","91.4843"
"2023:02","Label1_value2","Label2_value2","Label3_value1","96.6040","97.0926","91.5128"
"2023:08","Label1_value2","Label2_value1","Label3_value1","96.2664","97.1282","91.5470"
"2023:02","Label1_value1","Label2_value1","Label3_value1","96.5726","97.1239","91.3960"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.5285","97.1296","91.5484"
"2023:06","Label1_value1","Label2_value1","Label3_value1","96.3077","97.0983","91.3276"
"2023:06","Label1_value3","Label2_value2","Label3_value3","96.7051","97.1225","90.9444"
"2024:02","Label1_value2","Label2_value2","Label3_value2","96.7265","97.1026","91.4487"
"2023:02","Label1_value3","Label2_value1","Label3_value4","96.3390","97.0897","91.3675"
"2023:06","Label1_value3","Label2_value1","Label3_value1","96.4345","97.1339","91.3376"
"2023:02","Label1_value2","Label2_value1","Label3_value2","96.6368","97.0855","91.4302"
"2023:06","Label1_value2","Label2_value2","Label3_value1","96.4217","97.1097","91.4587"
"2024:02","Label1_value1","Label2_value1","Label3_value4","96.4601","97.1154","91.3419"
"2024:02","Label1_value3","Label2_value2","Label3_value1","96.7165","97.1524","91.4031"
"2023:06","Label1_value3","Label2_value1","Label3_value4","96.3305","97.0456","91.2265"
"2023:06","Label1_value1","Label2_value2","Label3_value4","96.3946","97.0883","90.5570"
"2023:02","Label1_value3","Label2_value1","Label3_value3","96.6567","97.0855","91.5385"
"2023:08","Label1_value3","Label2_value2","Label3_value3","96.4929","97.1182","91.5142"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.6895","97.1282","91.3989"
"2023:02","Label1_value3","Label2_value2","Label3_value1","96.5043","97.1368","91.4373"
"2023:06","Label1_value2","Label2_value1","Label3_value3","96.5883","97.1154","91.4829"
"2023:06","Label1_value1","Label2_value2","Label3_value1","96.4387","97.1339","91.4459"
"2023:08","Label1_value3","Label2_value2","Label3_value1","96.3974","97.0442","90.4843"
"2024:02","Label1_value2","Label2_value2","Label3_value4","96.1667","97.1282","91.3063"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.5256","97.1068","91.3533"
"2023:08","Label1_value3","Label2_value2","Label3_value4","96.3590","97.1325","91.4202"
"2024:02","Label1_value3","Label2_value2","Label3_value4","96.6624","97.0513","91.5057"
"2024:02","Label1_value2","Label2_value1","Label3_value2","96.7179","97.1011","91.3661"
"2024:02","Label1_value1","Label2_value1","Label3_value4","96.5128","97.0442","91.4687"
"2023:06","Label1_value1","Label2_value2","Label3_value2","96.4915","97.0798","91.5242"
"2023:06","Label1_value1","Label2_value1","Label3_value1","96.4088","97.1410","91.3661"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.3348","97.0812","91.4302"
"2024:02","Label1_value3","Label2_value2","Label3_value3","96.4544","97.0043","90.4501"
"2024:02","Label1_value1","Label2_value1","Label3_value2","96.4630","97.1211","91.4487"
"2023:08","Label1_value2","Label2_value2","Label3_value4","96.2179","97.1068","91.4687"
"2023:02","Label1_value2","Label2_value2","Label3_value4","96.5798","97.0997","90.8234"
"2023:08","Label1_value1","Label2_value1","Label3_value1","96.2863","97.1353","91.4117"
"2023:08","Label1_value3","Label2_value2","Label3_value3","96.7080","97.0997","90.4558"
"2023:06","Label1_value1","Label2_value1","Label3_value4","96.4145","97.1111","91.4957"
"2023:06","Label1_value1","Label2_value2","Label3_value4","96.4672","97.1154","91.3903"
"2024:02","Label1_value2","Label2_value1","Label3_value1","96.3077","97.0641","91.5199"
"2023:02","Label1_value2","Label2_value2","Label3_value3","96.6766","97.0499","91.3732"
"2023:06","Label1_value2","Label2_value2","Label3_value1","96.6026","97.1510","91.3718"
"2023:02","Label1_value3","Label2_value1","Label3_value3","96.7023","97.1496","90.8419"
"2023:08","Label1_value1","Label2_value2","Label3_value1","96.5798","97.1026","91.3789"
"2023:06","Label1_value2","Label2_value2","Label3_value2","96.5114","97.1254","91.4900"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.5470","97.1368","91.3704"
"2023:02","Label1_value2","Label2_value1","Label3_value3","96.5684","97.1282","90.4715"
"2023:06","Label1_value3","Label2_value2","Label3_value2","96.7479","97.1481","91.3761"
"2024:02","Label1_value2","Label2_value1","Label3_value3","96.3319","97.0869","91.4929"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.7650","97.1410","91.4373"
"2024:02","Label1_value3","Label2_value1","Label3_value3","96.4715","97.1382","90.6638"
"2024:02","Label1_value1","Label2_value1","Label3_value4","96.6909","97.0627","90.4957"
"2024:02","Label1_value2","Label2_value2","Label3_value4","96.7194","97.1239","91.3974"
"2023:02","Label1_value3","Label2_value1","Label3_value1","96.4017","97.1809","91.4644"
"2023:08","Label1_value2","Label2_value2","Label3_value2","96.7393","97.0670","91.5285"
"2023:06","Label1_value1","Label2_value2","Label3_value3","96.5826","97.1125","91.4829"
"2023:08","Label1_value1","Label2_value2","Label3_value2","96.3889","97.1567","91.1282"
"2023:02","Label1_value2","Label2_value2","Label3_value1","96.6781","97.1125","90.6952"
"2023:08","Label1_value2","Label2_value2","Label3_value4","96.6382","97.1652","91.5028"
"2023:06","Label1_value1","Label2_value1","Label3_value1","96.2821","97.1410","91.3191"
"2023:06","Label1_value1","Label2_value2","Label3_value2","96.7208","97.1097","90.4003"
"2023:02","Label1_value2","Label2_value1","Label3_value1","96.5499","97.1368","91.4615"
"2024:02","Label1_value1","Label2_value2","Label3_value2","96.6895","97.1382","90.4345"
"2023:06","Label1_value3","Label2_value2","Label3_value3","96.8390","97.1510","90.4530"
"2023:02","Label1_value3","Label2_value2","Label3_value4","96.7806","97.1524","91.4387"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.5285","97.1068","90.4373"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.7407","97.1481","91.4900"
"2023:08","Label1_value3","Label2_value1","Label3_value2","96.7650","97.1254","90.4544"
"2023:06","Label1_value1","Label2_value1","Label3_value3","96.7650","97.1239","90.8248"
"2024:02","Label1_value3","Label2_value2","Label3_value1","96.7621","97.1766","91.4387"
"2024:02","Label1_value1","Label2_value1","Label3_value2","96.5527","97.1838","90.3974"
"2023:02","Label1_value1","Label2_value2","Label3_value4","96.6083","97.1396","90.4487"
"2023:02","Label1_value3","Label2_value1","Label3_value1","96.6610","97.1026","90.9402"
"2023:06","Label1_value1","Label2_value2","Label3_value3","96.7849","97.0755","91.1311"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.2422","97.1225","91.4373"
"2023:08","Label1_value1","Label2_value1","Label3_value4","96.6823","97.1140","90.4031"
"2023:06","Label1_value1","Label2_value2","Label3_value4","96.4573","97.0983","90.3946"
"2023:06","Label1_value3","Label2_value2","Label3_value2","96.5527","97.0313","90.4074"
"2023:02","Label1_value3","Label2_value2","Label3_value3","96.6311","97.1610","90.6538"
"2024:02","Label1_value3","Label2_value2","Label3_value4","96.7379","97.1396","90.6140"
"2024:02","Label1_value2","Label2_value1","Label3_value3","96.5570","97.1553","91.4202"
"2023:08","Label1_value2","Label2_value2","Label3_value3","96.6368","97.1453","90.7849"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.7821","97.1083","90.9174"
"2023:08","Label1_value3","Label2_value1","Label3_value2","96.7721","97.1239","90.3974"
"2023:02","Label1_value3","Label2_value2","Label3_value1","96.7835","97.1610","91.3590"
"2023:06","Label1_value1","Label2_value2","Label3_value1","96.5983","97.1168","90.4416"
"2023:02","Label1_value2","Label2_value2","Label3_value3","96.5285","97.0655","91.2635"
"2023:06","Label1_value3","Label2_value2","Label3_value1","96.8120","97.1325","90.4957"
"2024:02","Label1_value1","Label2_value1","Label3_value4","96.6994","97.1496","91.3989"
"2024:02","Label1_value1","Label2_value2","Label3_value2","96.7507","97.1538","90.4288"
"2023:06","Label1_value3","Label2_value1","Label3_value3","96.7137","97.1524","91.1111"
"2024:02","Label1_value1","Label2_value2","Label3_value4","96.8376","97.1781","91.4530"
"2023:08","Label1_value3","Label2_value1","Label3_value3","96.7251","97.1453","90.4231"
"2023:02","Label1_value2","Label2_value1","Label3_value2","96.5470","97.1296","90.7792"
"2023:08","Label1_value3","Label2_value1","Label3_value1","96.6838","97.1553","90.3846"
"2024:02","Label1_value3","Label2_value2","Label3_value3","96.7564","97.1396","90.4259"
"2023:08","Label1_value2","Label2_value2","Label3_value3","96.6738","97.1225","91.4131"
"2024:02","Label1_value3","Label2_value2","Label3_value1","96.5071","97.1325","91.4131"
"2023:06","Label1_value2","Label2_value1","Label3_value3","96.8376","97.1809","90.4259"
"2024:02","Label1_value2","Label2_value1","Label3_value3","96.7650","97.1667","91.1254"
"2024:02","Label1_value3","Label2_value1","Label3_value2","96.6311","97.2293","90.4202"
"2023:08","Label1_value2","Label2_value2","Label3_value4","96.5342","97.0456","91.3960"
"2023:06","Label1_value1","Label2_value1","Label3_value2","96.7037","97.1766","91.4074"
"2023:02","Label1_value3","Label2_value1","Label3_value3","96.8105","97.1581","90.4373"
"2023:06","Label1_value1","Label2_value2","Label3_value3","96.8091","97.1766","91.2692"
"2023:06","Label1_value1","Label2_value2","Label3_value1","96.7578","97.1296","91.4103"
"2023:08","Label1_value2","Label2_value1","Label3_value1","96.7806","97.1567","90.4145"
"2023:08","Label1_value1","Label2_value2","Label3_value1","96.6311","97.1439","91.1182"
"2023:06","Label1_value2","Label2_value2","Label3_value3","96.7179","97.1339","91.3462"
"2023:08","Label1_value3","Label2_value1","Label3_value4","96.8490","97.1496","91.4345"
"2024:02","Label1_value3","Label2_value2","Label3_value2","96.6140","97.0256","91.0014"
"2024:02","Label1_value3","Label2_value1","Label3_value2","96.7764","97.1709","90.4174"
"2023:08","Label1_value1","Label2_value2","Label3_value1","96.4231","97.1125","90.4188"
"2024:02","Label1_value3","Label2_value1","Label3_value3","96.6823","97.1638","91.3647"
"2023:02","Label1_value3","Label2_value1","Label3_value4","96.8405","97.1311","90.7393"
"2023:08","Label1_value3","Label2_value2","Label3_value3","96.5712","97.1225","90.4188"
"2023:06","Label1_value2","Label2_value1","Label3_value1","96.8262","97.1225","90.6624"
"2023:02","Label1_value1","Label2_value1","Label3_value1","96.8048","97.1296","90.4387"
"2023:06","Label1_value3","Label2_value2","Label3_value2","96.7749","97.1054","91.3989"
"2023:02","Label1_value3","Label2_value2","Label3_value1","96.7051","96.9815","91.4302"
"2023:08","Label1_value1","Label2_value2","Label3_value3","96.6282","97.1425","90.6410"
"2023:02","Label1_value3","Label2_value2","Label3_value3","96.8034","97.0840","91.0684"
"2024:02","Label1_value2","Label2_value2","Label3_value2","96.7094","97.1795","91.3903"
"2024:02","Label1_value1","Label2_value2","Label3_value2","96.5840","97.1624","90.5712"
"2023:06","Label1_value2","Label2_value1","Label3_value3","96.6838","97.1325","90.6111"
"2023:02","Label1_value3","Label2_value2","Label3_value1","96.7450","97.1439","91.0755"
"2023:02","Label1_value3","Label2_value2","Label3_value1","96.8177","97.1667","90.5684"
"2024:02","Label1_value1","Label2_value1","Label3_value2","96.7991","97.1823","90.3832"
"2023:08","Label1_value2","Label2_value1","Label3_value3","96.8675","97.1496","90.4103"
"2023:02","Label1_value1","Label2_value1","Label3_value2","96.4558","97.1068","90.3818"
"2023:08","Label1_value1","Label2_value1","Label3_value4","96.5228","97.0997","90.3803"
"2024:02","Label1_value1","Label2_value2","Label3_value1","96.6752","97.1168","90.9131"
"2023:08","Label1_value2","Label2_value1","Label3_value3","96.6610","97.1339","91.4131"
"2023:06","Label1_value1","Label2_value2","Label3_value2","96.8846","97.1681","90.7664"
"2023:06","Label1_value1","Label2_value1","Label3_value4","96.8476","97.1467","90.7222"
"2023:06","Label1_value2","Label2_value2","Label3_value2","96.8476","97.1553","90.5741"
"2024:02","Label1_value1","Label2_value1","Label3_value2","96.8575","97.0997","90.3789"
"2024:02","Label1_value3","Label2_value1","Label3_value1","96.4516","97.1496","90.6709"
"2023:06","Label1_value3","Label2_value1","Label3_value1","96.8063","97.1752","91.4202"
"2023:06","Label1_value1","Label2_value2","Label3_value4","96.6496","97.2037","91.0826"
"2024:02","Label1_value2","Label2_value2","Label3_value4","96.8248","97.1538","90.9943"
"2023:02","Label1_value2","Label2_value2","Label3_value4","96.8533","97.1895","90.3718"
"2024:02","Label1_value2","Label2_value2","Label3_value4","96.8305","97.1809","91.1453"
"2023:06","Label1_value1","Label2_value2","Label3_value4","96.7778","97.0142","91.2179"
"2023:08","Label1_value3","Label2_value2","Label3_value3","96.8462","97.1652","90.3803"
"2023:06","Label1_value3","Label2_value2","Label3_value2","96.8504","97.1439","90.5556"
"2023:08","Label1_value1","Label2_value2","Label3_value1","96.8333","97.1254","90.6282"
"2023:08","Label1_value3","Label2_value2","Label3_value3","96.7450","97.1781","90.4003"
"2023:06","Label1_value3","Label2_value1","Label3_value3","96.7094","97.1937","91.2849"
"2023:08","Label1_value1","Label2_value2","Label3_value2","96.6994","97.0755","91.2009"
"2023:06","Label1_value2","Label2_value2","Label3_value4","96.5100","97.1952","91.3319"
"2023:06","Label1_value1","Label2_value1","Label3_value1","96.5484","97.1140","91.3177"
"2024:02","Label1_value1","Label2_value2","Label3_value4","96.7920","97.1624","90.5527"
"2024:02","Label1_value3","Label2_value2","Label3_value3","96.8661","97.1966","91.2977"
"2023:02","Label1_value2","Label2_value1","Label3_value1","96.7721","97.1681","90.7051"
"2023:02","Label1_value2","Label2_value2","Label3_value3","96.8248","97.1880","90.4046"
"2023:02","Label1_value3","Label2_value2","Label3_value3","96.5442","97.2407","90.7151"
"2023:08","Label1_value3","Label2_value2","Label3_value2","96.7578","97.1410","91.1011"
"2024:02","Label1_value1","Label2_value1","Label3_value4","96.7550","97.1952","90.4003"
"2023:08","Label1_value3","Label2_value1","Label3_value1","96.6966","97.1952","90.3775"
"2023:02","Label1_value1","Label2_value2","Label3_value1","96.8376","97.1595","90.3917"
"2023:08","Label1_value3","Label2_value1","Label3_value2","96.6866","97.1681","91.2735"
"2023:08","Label1_value2","Label2_value2","Label3_value1","96.8946","97.1581","90.4843"
"2023:02","Label1_value1","Label2_value2","Label3_value3","96.9003","97.2037","90.3889"
"2023:08","Label1_value1","Label2_value2","Label3_value2","96.8974","97.1823","90.5613"
"2023:06","Label1_value2","Label2_value2","Label3_value1","96.9274","97.1311","91.3063"
"2023:02","Label1_value3","Label2_value2","Label3_value3","96.5370","97.1923","91.3376"
"2023:06","Label1_value2","Label2_value1","Label3_value3","96.7151","97.0698","90.3889"
"2023:08","Label1_value1","Label2_value2","Label3_value4","96.8803","97.2137","91.2123"
"2023:02","Label1_value3","Label2_value2","Label3_value2","96.9274","97.0840","91.3291"
